GRND_UDGD_SE,ORTM_UTLZ_TYPE,SGG_CD,FCLT_CD,FCLT_SE_CD,ROAD_NM_CD,LOT_MIN,SHNT_PSBLTY_NOPE,FCLT_SCL,LOT_SEC,EMD_NM,FCLT_ADDR_RONA,SE_CD,OPN_YN,LAT_SEC,LAT_PROVIN,LAT_MIN,MNG_INST_TELNO,FCLT_NM,FCLT_DSGN_DAY,MNG_INST_NM,FCLT_ADDR_LOTNO,SCL_UNIT,LOT_PROVIN,EMD_CD
1,주차장,3460000,S200400001,3           ,4238388     ,37,3111,2567,23,황금2동,"대구광역시 수성구 청솔로12길 40 (황금동, 황금미진아파트)",2,Y,60,35,50,053-666-2960,황금미진아파트 지하주차장 지하1층,20040701,대구광역시 수성구청,대구광역시 수성구 황금동 705-1 황금미진아파트 지하주차장 지하1층,㎡,128,3460038     
1,주차장,3460000,S200400002,3           ,3007004     ,37,9307,7679,26,황금2동,"대구광역시 수성구 동대구로 149, 코아시스아파트 지하주차장 지하1~3층 (황금동)",2,Y,37,35,50,053-666-2960,코아시스프라자 지하주차장 지하1~3층,20040701,대구광역시 수성구청,대구광역시 수성구 황금동 843-1 코아시스아파트 지하주차장 지하1~3층,㎡,128,3460038     
1,지하주차장,3460000,S201000007,3           ,2007002     ,37,11380,9389,45,범어2동,"대구광역시 수성구 달구벌대로 2435, 지하주차장 지하3층 (범어동, 두산위브더제니스)",2,Y,34,35,51,053-666-2960,두산위브더제니스 지하주차장 지하3층~지하5층,20101202,대구광역시 수성구청,대구광역시 수성구 범어동 179 두산위브더제니스 지하주차장 지하3층,㎡,128,3460028     
1,지하주차장,3460000,S201700004,3           ,3007004     ,37,1323,1092,42,범어2동,"대구광역시 수성구 동대구로 376, 103동 지하주차장 지하1층 (범어동, 범어숲 화성파크드림S)",2,Y,52,35,51,053-666-2960,범어숲화성파크드림S 103동 근처 지하주차장 1층,20170404,대구광역시 수성구청,대구광역시 수성구 범어동 2237 범어숲 화성파크드림S 지하주차장 지하1층 103동,㎡,128,3460028     
1,주차장,3460000,S202200001,3           ,3007004     ,37,1951,1610,39,범어2동,"대구광역시 수성구 동대구로 354, 지하주차장 지하1층 (범어동, 브라운스톤 범어)",2,Y,42,35,51,053-666-2960,브라운스톤 범어 지하주차장 지하1층,20220616,대구광역시 수성구청,대구광역시 수성구 범어동 175-1 브라운스톤 범어 지하주차장 지하1층,㎡,128,3460028     
1,주차장,3460000,S202200002,3           ,3007004     ,37,3013,2486,39,범어2동,"대구광역시 수성구 동대구로 346, 지하주차장 지하1층 (범어동, 범어서한포레스트)",2,Y,41,35,51,053-666-2960,범어 서한포레스트 지하주차장 지하1층,20220616,대구광역시 수성구청,대구광역시 수성구 범어동 177-1 범어서한포레스트 지하주차장 지하1층,㎡,128,3460028     
0,생활용수,3460000,E198200003,1           ,3007004     ,37,0,700,45,범어2동,"대구광역시 수성구 동대구로 364 (범어동, 대구고등검찰청)",1,Y,48,35,51,053-666-3511,대구검찰청,19821014,대구광역시 수성구청,대구광역시 수성구 범어동 458번지 2호,t(톤),128,3460028     
0,생활용수,3460000,E198300001,2           ,2007002     ,37,0,700,46,범어2동,대구광역시 수성구 달구벌대로 2443-10 (범어동),1,Y,41,35,51,053-666-2960,범어배수지,19831027,대구광역시 수성구청,대구광역시 수성구 범어동 산 217번지 1호,t(톤),128,3460028     
1,지하주차장,3460000,S199700007,3           ,4238021     ,39,5433,4483,26,만촌3동,"대구광역시 수성구 교학로11길 91, 전체동 지하주차장1층 (만촌동, 만촌2차우방타운)",2,Y,0,35,51,053-666-2960,만촌2차우방타운 전체동의 지하주차장 지하1층,19970101,대구광역시 수성구청,대구광역시 수성구 만촌동 777 만촌2차우방타운 전체동 지하주차장1층,㎡,128,3460033     
1,지하주차장,3460000,S199700008,3           ,4238021     ,39,26643,21981,14,만촌3동,"대구광역시 수성구 교학로11길 46, 전체동 지하주차장1~2층 (만촌동, 만촌1차우방타운)",2,Y,1,35,51,053-666-2960,만촌1차우방타운 전체동의 지하주차장 지하1~2층,19970101,대구광역시 수성구청,대구광역시 수성구 만촌동 816 만촌1차우방타운 전체동 지하주차장1~2층,㎡,128,3460033     
1,지하주차장,3460000,S198600010,3           ,3146004     ,39,1413,1166,1,만촌3동,"대구광역시 수성구 교학로 111, 전체동 주차장지하1층 (만촌동, 산장맨션)",2,Y,51,35,50,053-666-2960,산장맨션 전체동의 지하주차장 지하1층,19900928,대구광역시 수성구청,대구광역시 수성구 만촌동 1172-1 산장맨션 전체동 지하주차장1층,㎡,128,3460033     
1,기타,3460000,S200600045,3           ,2007002     ,39,3551,2930,13,만촌3동,"대구광역시 수성구 달구벌대로 지하2672, 담티역 (만촌동)",2,Y,18,35,51,053-666-2960,담티역 지하1~2층,20060612,대구광역시 수성구청,대구광역시 수성구 만촌동 889 담티역,㎡,128,3460033     
1,지하주차장,3470000,S200300036,3           ,3147023     ,31,11175,9220,10,용산2동,"대구광역시 달서구 성지로 35 (용산동, 성서6주공아파트)",2,Y,14,35,51,053-667-2890,성서6주공 610동 앞 지하주차장,20030331,대구광역시 달서구청,대구광역시 달서구 용산동 414번지 4호,㎡,128,3470090     
1,지하주차장,3470000,S200300032,3           ,3147015     ,31,5280,4356,9,용산2동,"대구광역시 달서구 선원로 241 (용산동, 성서2차보성타운)",2,Y,33,35,51,053-667-2890,성서2차보성 106동 앞 지하주차장,20030331,대구광역시 달서구청,대구광역시 달서구 용산동 501번지 2호,㎡,128,3470090     
1,지하주차장,3470000,S200300003,3           ,3147020     ,30,4320,3564,44,이곡1동,"대구광역시 달서구 성서동로 355-27 (이곡동, 성서4주공아파트)",2,Y,6,35,51,053-667-2890,성서4주공아파트 지하주차장 1층,20030401,대구광역시 달서구청,대구광역시 달서구 이곡동 1258번지 3호,㎡,128,3470091     
1,지하주차장,3470000,S200300004,3           ,3147033     ,30,3920,3234,49,이곡1동,"대구광역시 달서구 이곡공원로 49 (이곡동, 성서3차동서타운)",2,Y,21,35,51,053-667-2890,성서3차동서타운 지하주차장 1층,20030401,대구광역시 달서구청,대구광역시 달서구 이곡동 1304번지 5호,㎡,128,3470091     
1,지하주차장,3470000,S200300005,3           ,3147015     ,30,12027,9923,41,이곡1동,"대구광역시 달서구 선원로 171 (이곡동, 성서무지개타운)",2,Y,36,35,51,053-667-2890,성서무지개타운 지하주차장 1층,20030401,대구광역시 달서구청,대구광역시 달서구 이곡동 1332번지,㎡,128,3470091     
1,주차장,3470000,S200300014,3           ,3147014     ,30,5680,4686,32,이곡1동,"대구광역시 달서구 선원남로 77 (이곡동, 한샘아파트)",2,Y,27,35,51,053-667-2890,한샘아파트 지하주차장 1층,20030401,대구광역시 달서구청,대구광역시 달서구 이곡동 1306번지 1호,㎡,128,3470091     
1,생활용수,3470000,E200300003,4           ,3147015     ,30,0,150,29,이곡1동,"대구광역시 달서구 선원로 137 (이곡동, 성서푸른마을)",1,Y,34,35,51,053-667-2890,성서푸른마을,20030401,대구광역시 달서구청,대구광역시 달서구 이곡동 1330번지,㎥/일,128,3470091     
0,생활용수,3470000,E201000010,4           ,3147034     ,30,0,360,44,이곡1동,대구광역시 달서구 이곡동로 55 (이곡동),1,Y,16,35,51,053-667-2890,(주)미광스포렉스,20100907,대구광역시 달서구청,대구광역시 달서구 이곡동 1250번지 14호,t(톤),128,3470091     
1,생활용수,3470000,E201000011,4           ,3147014     ,30,0,250,32,이곡1동,"대구광역시 달서구 선원남로 77 (이곡동, 한샘아파트)",1,Y,27,35,51,053-667-2890,성서한샘타운,20100907,대구광역시 달서구청,대구광역시 달서구 이곡동 1306번지 1호,t(톤),128,3470091     
1,생활용수,3470000,E202200003,3           ,2007002     ,30,0,342,26,이곡1동,"대구광역시 달서구 달구벌대로 지하1280, 대구지하철2호선 성서산업단지역 (이곡동)",1,Y,6,35,51,053-667-2890,성서산업단지역,20220628,대구광역시 달서구청,대구광역시 달서구 이곡동 653-4 대구지하철2호선 성서산업단지역,t(톤),128,3470091     
1,"회의,교육",3470000,S201400001,3           ,3147020     ,30,524,433,56,이곡1동,대구광역시 달서구 성서동로 325 (이곡동),2,Y,59,35,50,053-667-2890,한국법무보호복지공단대구경북지부 지하1층,20140507,대구광역시 달서구청,대구광역시 달서구 이곡동 1298번지,㎡,128,3470091     
1,기타,3470000,S200600001,3           ,2007002     ,30,2387,1970,55,이곡1동,"대구광역시 달서구 달구벌대로 지하 1357 (이곡동, 대구지하철2호선이곡역)",2,Y,2,35,51,053-667-2890,도시철도 이곡역 지하1층,20060630,대구광역시 달서구청,대구광역시 달서구 이곡동 707번지 2호,㎡,128,3470091     
1,지하주차장,3470000,S200300006,3           ,3147015     ,30,7864,6488,29,이곡1동,"대구광역시 달서구 선원로 137 (이곡동, 성서푸른마을)",2,Y,34,35,51,053-667-2890,성서푸른마을아파트 지하주차장 1층,20030401,대구광역시 달서구청,대구광역시 달서구 이곡동 1330번지,㎡,128,3470091     
1,생활용수,3470000,E199700007,4           ,3147038     ,31,0,120,41,용산1동,"대구광역시 달서구 장산로 20 (용산동, 용산동서우방타운아파트)",1,Y,17,35,51,053-667-2890,용산동서우방타운,19970101,대구광역시 달서구청,대구광역시 달서구 용산동 956번지,㎥/일,128,3470089     
1,기타,3470000,S200600018,3           ,2007002     ,31,4103,3385,42,용산1동,"대구광역시 달서구 달구벌대로 지하 1476 (용산동, 대구지하철2호선 용산역)",2,Y,56,35,50,053-667-2890,용산역지하 1층,20061228,대구광역시 달서구청,대구광역시 달서구 용산동 215번지 9호,㎡,128,3470089     
1,생활용수,3460000,E199200004,3           ,3146017     ,36,0,670,48,중동,대구광역시 수성구 수성로 224 (중동),1,Y,43,35,50,053-666-2960,석경사우나,19920819,대구광역시 수성구청,대구광역시 수성구 중동 98번지 1호,t(톤),128,3460039     
1,주차장,3460000,S202000001,3           ,4238474     ,36,28647,23634,41,중동,"대구광역시 수성구 희망로24길 24, 지하주차장 지하1층 (중동, 수성 효성해링턴플레이스)",2,Y,45,35,50,053-666-2960,수성효성해링턴플레이스 지하주차장 지하1층,20200212,대구광역시 수성구청,대구광역시 수성구 중동 641 수성 효성해링턴플레이스 지하주차장 지하1층,㎡,128,3460039     
1,주차장,3460000,S199600002,3           ,4238369     ,38,2143,1768,26,범물2동,"대구광역시 수성구 지범로40길 6, 지하주차장 지하1층 (범물동, 신화에덴아파트)",2,Y,9,35,49,053-666-2960,신화에덴 전체동의 지하주차장 1층,19960101,대구광역시 수성구청,대구광역시 수성구 범물동 1332 신화에덴아파트,㎡,128,3460046     
1,지하주차장,3460000,S199600003,3           ,4238369     ,38,6979,5758,32,범물2동,"대구광역시 수성구 지범로40길 11, 지하주차장 지하1층 (범물동, 서한화성아파트)",2,Y,8,35,49,053-666-2960,서한화성 전체동의 지하1층 주차장,19960101,대구광역시 수성구청,대구광역시 수성구 범물동 1328 서한화성아파트,㎡,128,3460046     
1,지하주차장,3460000,S199700002,3           ,3146024     ,38,4435,3659,57,범물2동,"대구광역시 수성구 지범로 300, 지하주차장 지하1층 (범물동, 범물두성타운아파트)",2,Y,53,35,48,053-666-2960,범물두성타운 전체동의 지하주차장 1층,19970101,대구광역시 수성구청,대구광역시 수성구 범물동 887 범물두성타운아파트,㎡,128,3460046     
1,주차장,3460000,S199600004,3           ,3007006     ,38,3391,2798,30,범물2동,"대구광역시 수성구 범안로 40, 지하주차장 지하1층 (범물동, 범물청아타운)",2,Y,3,35,49,053-666-2960,범물청아타운 전체동의 지하1층 주차장,19960101,대구광역시 수성구청,대구광역시 수성구 범물동 1372 범물청아타운,㎡,128,3460046     
1,지하주차장,3460000,S199600005,3           ,4238236     ,38,6800,5610,31,범물2동,"대구광역시 수성구 범안로8길 35, 지하주차장 지하1층 (범물동, 범물삼주타운)",2,Y,57,35,48,053-666-2960,범물삼주타운 전체동의 지하1층 주차장,19960101,대구광역시 수성구청,대구광역시 수성구 범물동 1382 범물삼주타운,㎡,128,3460046     
0,생활용수,3460000,E199300002,4           ,3146024     ,37,0,1350,46,지산2동,"대구광역시 수성구 지범로 59, 동아스포츠센터 (지산동)",1,Y,34,35,49,053-666-2960,동아스포츠센터,19930809,대구광역시 수성구청,대구광역시 수성구 지산동 1160-74 동아스포츠센터,t(톤),128,3460044     
1,주차장,3460000,S201100005,3           ,3146013     ,37,36149,29823,13,범어3동,"대구광역시 수성구 범어천로 200, 지하주차장 1~2층 (범어동, 범어 월드메르디앙 웨스턴 카운티)",2,Y,52,35,51,053-666-2960,범어월드메르디앙웨스턴카운티 지하주차장 1~2층,20110310,대구광역시 수성구청,대구광역시 수성구 범어동 966-1 범어 월드메르디앙 웨스턴 카운티 지하주차장 1~2층,㎡,128,3460029     
0,생활용수,3460000,E198800002,2           ,3007001     ,37,0,300,22,범어3동,"대구광역시 수성구 국채보상로 846 (범어동, 청구성조타운)",1,Y,59,35,51,053-666-2960,청구성조타운,19880101,대구광역시 수성구청,대구광역시 수성구 범어동 2017번지,t(톤),128,3460029     
1,주차장,3460000,S201200008,3           ,3007004     ,37,19440,16038,32,범어3동,"대구광역시 수성구 동대구로 345, 지하주차장 1~3층 (범어동, 범어역우방유쉘)",2,Y,43,35,51,053-666-2960,범어역우방유쉘 지하주차장 1~3층,20120320,대구광역시 수성구청,대구광역시 수성구 범어동 35-1 범어역우방유쉘 지하주차장 1~3층,㎡,128,3460029     
1,기타,3460000,S200600047,3           ,2007002     ,40,8156,6729,48,고산2동,"대구광역시 수성구 달구벌대로 지하2950, 대공원역 지하1~5층층 (연호동)",2,Y,33,35,50,053-666-2960,대공원역 지하 1~5층,20060612,대구광역시 수성구청,대구광역시 수성구 연호동 154-5 대공원역 지하1~5층,㎡,128,3460048     
1,기타,3460000,S200600046,3           ,2007002     ,40,7518,6203,19,고산2동,"대구광역시 수성구 달구벌대로 지하2870, 연호역 지하1~3층 (연호동)",2,Y,47,35,50,053-666-2960,연호역 지하1~3층,20060612,대구광역시 수성구청,대구광역시 수성구 연호동 552 연호역 지하1~3층,㎡,128,3460048     
1,기타,3460000,S200600048,3           ,2007002     ,41,7469,6162,38,고산2동,"대구광역시 수성구 달구벌대로 3080, 고산역 지하1~3층 (시지동)",2,Y,34,35,50,053-666-2960,고산역지하1~3층,20060612,대구광역시 수성구청,대구광역시 수성구 시지동 250-8 고산역 지하1~3층,㎡,128,3460048     
1,지하주차장,3460000,S198900003,3           ,3146018     ,41,4758,3926,42,고산2동,"대구광역시 수성구 시지로 45, 1~4지하주차장지하층 (시지동, 전원타운)",2,Y,26,35,50,053-666-2960,전원타운 지하1층 1~4지하주차장,19901103,대구광역시 수성구청,대구광역시 수성구 시지동 349 전원타운 1~4지하주차장 각 지하1층,㎡,128,3460048     
1,지하주차장,3470000,S199300048,3           ,3146015     ,33,2167,1788,16,상인3동,"대구광역시 달서구 상화로 370 (상인동, 장미아파트)",2,Y,29,35,48,053-667-2890,장미아파트3단지 지하1층 지하주차장,19931231,대구광역시 달서구청,대구광역시 달서구 상인동 1591번지,㎡,128,3470042     
1,지하주차장,3460000,S201000004,3           ,3146003     ,38,6195,5111,34,만촌1동,"대구광역시 수성구 공경로 70, 지하주차장지하1~2층 (만촌동, 만촌보성타운아파트)",2,Y,26,35,52,053-666-2960,만촌보성타운 전체 동의 지하주차장 지하1~2층,20101201,대구광역시 수성구청,대구광역시 수성구 만촌동 605 만촌보성타운아파트 지하주차장지하1~2층,㎡,128,3460031     
1,지하주차장,3460000,S201000002,3           ,3146007     ,38,8966,7397,28,만촌1동,"대구광역시 수성구 동원로 100, 지하주차장지하1~3층 (만촌동, 메트로팔레스5단지아파트)",2,Y,8,35,52,053-666-2960,메트로팔레스5단지 전체 동의 지하주차장 지하1~3층,20101201,대구광역시 수성구청,대구광역시 수성구 만촌동 1429-5 메트로팔레스5단지아파트 지하주차장지하1~3층,㎡,128,3460031     
1,지하주차장,3460000,S201000003,3           ,4238462     ,39,5032,4152,10,만촌1동,"대구광역시 수성구 화랑로34길 141, 지하주차장지하1~2층 (만촌동, 화성파크스위트)",2,Y,28,35,52,053-666-2960,화성파크스위트 전체 동의 지하주차장 지하1~2층,20101201,대구광역시 수성구청,대구광역시 수성구 만촌동 272 화성파크스위트 지하주차장지하1~2층,㎡,128,3460031     
1,지하주차장,3460000,S201000001,3           ,3146007     ,38,8658,7143,3,만촌1동,"대구광역시 수성구 동원로 135, 지하주차장지하1~2층 (만촌동, 메트로팔레스1단지아파트)",2,Y,13,35,52,053-666-2960,메트로팔레스1단지 전체 동의 지하주차장 지하1~2층,20101201,대구광역시 수성구청,대구광역시 수성구 만촌동 1356-3 메트로팔레스1단지아파트 지하주차장지하1~2층,㎡,128,3460031     
0,생활용수,3460000,E198700001,1           ,3146003     ,38,0,470,35,만촌1동,"대구광역시 수성구 공경로 70 (만촌동, 만촌보성타운아파트)",1,Y,26,35,52,053-666-2960,만촌보성아파트,19871130,대구광역시 수성구청,대구광역시 수성구 만촌동 605번지,t(톤),128,3460031     
1,지하주차장,3460000,S200000004,3           ,3146019     ,42,6467,5336,26,고산1동,"대구광역시 수성구 신매로 71, 지하주차장 1층 (신매동, 시지천마타운)",2,Y,12,35,50,053-666-2960,"천마타운225,227,231,233동근처 지하주차장1층",20000101,대구광역시 수성구청,대구광역시 수성구 신매동 579 시지천마타운 지하주차장 1층,㎡,128,3460047     
0,식수,3460000,E200000005,1           ,4238349     ,42,0,272,21,고산1동,대구광역시 수성구 욱수길 61 (욱수동),1,Y,27,35,49,053-666-2960,욱수동,20000101,대구광역시 수성구청,대구광역시 수성구 욱수동 62번지 5호,t(톤),128,3460047     
1,기타,3460000,S200600050,3           ,2007002     ,42,10488,8653,55,고산1동,"대구광역시 수성구 달구벌대로 지하3290, 사월역 지하1,3,4층 (신매동)",2,Y,12,35,50,053-666-2960,"사월역 지하1,3,4층",20060612,대구광역시 수성구청,"대구광역시 수성구 신매동 10-1 사월역 지하1,3,4층",㎡,128,3460047     
1,기타,3460000,S200600049,3           ,2007002     ,42,9655,7966,16,고산1동,"대구광역시 수성구 달구벌대로 지하3180, 신매역 지하1~3층 (매호동)",2,Y,27,35,50,053-666-2960,신매역 지하1~3층,20060612,대구광역시 수성구청,대구광역시 수성구 매호동 815-5 신매역 지하1~3층,㎡,128,3460047     
1,지하주차장,3460000,S201000008,3           ,2007002     ,42,28208,23272,53,고산1동,"대구광역시 수성구 달구벌대로 3280, 지하주차장 1~3층 (신매동, 시지 효성 백년가약 1단지)",2,Y,12,35,50,053-666-2960,시지효성백년가약1단지 전체 동의 지하주차장 지하1~3층,20101203,대구광역시 수성구청,대구광역시 수성구 신매동 30-5 시지 효성 백년가약 1단지 지하주차장 1~3층,㎡,128,3460047     
1,지하주차장,3460000,S201700005,3           ,3146021     ,42,21735,17932,38,고산1동,"대구광역시 수성구 욱수천로 55, 지하주차장 1~2층 (욱수동, 보국 웰리치아파트)",2,Y,1,35,50,053-666-2960,"보국웰리치 101,103동 근처 지하주차장 지하1~2층",20170404,대구광역시 수성구청,대구광역시 수성구 욱수동 246 보국 웰리치아파트 지하주차장 1~2층,㎡,128,3460047     
1,지하주차장,3460000,S201700006,3           ,3146021     ,42,7518,6203,32,고산1동,"대구광역시 수성구 욱수천로 7, 지하주차장 1층 (욱수동, 태왕월드하이츠아파트)",2,Y,47,35,49,053-666-2960,태왕월드하이츠 전체 동의 지하주차장 지하1층,20170404,대구광역시 수성구청,대구광역시 수성구 욱수동 130 태왕월드하이츠아파트 지하주차장 1층,㎡,128,3460047     
1,주거시설,3460000,S199100017,3           ,3146020     ,38,1275,1052,33,지산1동,"대구광역시 수성구 용학로 325, 전체동의지하주차장1층 (지산동, 지산5단지아파트)",2,Y,31,35,49,053-666-2960,지산5단지아파트 지하주차장 지하1층,19911115,대구광역시 수성구청,대구광역시 수성구 지산동 1297 지산5단지아파트 전체동의 지하주차장 1층,㎡,128,3460043     
1,관공서,3460000,S199100018,3           ,3146011     ,38,2107,1739,3,지산1동,"대구광역시 수성구 무학로 227, 대구광역시경찰청 지하주차장 지하1층 (지산동)",2,Y,46,35,49,053-666-2960,대구경찰청 지하주차장 지하1층,19970531,대구광역시 수성구청,대구광역시 수성구 지산동 720 대구광역시경찰청 지하주차장 지하1층,㎡,128,3460043     
1,지하주차장,3460000,S199100012,3           ,4238360     ,38,4391,3623,11,지산1동,"대구광역시 수성구 지범로21길 15, 전체동의지하주차장1층 (지산동, 청산맨션)",2,Y,32,35,49,053-666-2960,청산맨션 지하주차장 지하1층,19910828,대구광역시 수성구청,대구광역시 수성구 지산동 1269-1 청산맨션 전체동의 지하주차장 1층,㎡,128,3460043     
1,주거시설,3460000,S199100014,3           ,4238360     ,38,2880,2376,8,지산1동,"대구광역시 수성구 지범로21길 3, 전체동의지하주차장1층 (지산동, 지산보성맨션)",2,Y,26,35,49,053-666-2960,지산1동보성맨션 지하주차장 지하1층,19910812,대구광역시 수성구청,대구광역시 수성구 지산동 1270-1 지산보성맨션 전체동의 지하주차장 1층,㎡,128,3460043     
1,주거시설,3460000,S199100015,3           ,3146020     ,38,2515,2075,28,지산1동,"대구광역시 수성구 용학로 303, 전체동의지하주차장1층 (지산동, 지산타운)",2,Y,23,35,49,053-666-2960,지산타운 지하주차장 지하1층,19911115,대구광역시 수성구청,대구광역시 수성구 지산동 1288 지산타운 전체동의 지하주차장 1층,㎡,128,3460043     
1,지하주차장,3460000,S199700010,3           ,4238380     ,38,2400,1980,18,지산1동,"대구광역시 수성구 지산로14길 83, 전체동의지하주차장1층 (지산동, 동서무학아파트)",2,Y,36,35,49,053-666-2960,동서무학아파트 지하주차장 지하1층,19970103,대구광역시 수성구청,대구광역시 수성구 지산동 359-1 동서무학아파트 전체동의 지하주차장 1층,㎡,128,3460043     
1,주거시설,3460000,S199100013,3           ,3146025     ,38,4791,3953,5,지산1동,"대구광역시 수성구 지산로 48, 전체동의자하주차장1층 (지산동, 지산청구)",2,Y,31,35,49,053-666-2960,지산청구 지하주차장 지하1층,19910812,대구광역시 수성구청,대구광역시 수성구 지산동 1270 지산청구 전체동의 지하주차장 1층,㎡,128,3460043     
1,주거시설,3460000,S198900012,3           ,3146011     ,37,2715,2240,47,지산1동,"대구광역시 수성구 무학로 189, 전체동의지하주차장1층 (지산동, 녹원아파트)",2,Y,53,35,49,053-666-2960,녹원아파트 지하주차장 지하1층,19890525,대구광역시 수성구청,대구광역시 수성구 지산동 761 녹원아파트 전체동의 지하주차장 1층,㎡,128,3460043     
1,주거시설,3460000,S199100011,3           ,3146025     ,38,5987,4940,3,지산1동,"대구광역시 수성구 지산로 56, 전체동의지하주차장1층 (지산동, 동서아파트)",2,Y,36,35,49,053-666-2960,동서아파트 지하주차장 지하1층,19910813,대구광역시 수성구청,대구광역시 수성구 지산동 1269 동서아파트 전체동의 지하주차장 1층,㎡,128,3460043     
1,주거시설,3460000,S199100016,3           ,3146020     ,38,2530,2088,32,지산1동,"대구광역시 수성구 용학로 313, 전체동의지하주차장1층 (지산동, 지산서한이다음아파트)",2,Y,26,35,49,053-666-2960,지산서한이다음아파트 지하주차장 지하1층,19911115,대구광역시 수성구청,대구광역시 수성구 지산동 1297-3 지산서한이다음아파트 전체동의 지하주차장 1층,㎡,128,3460043     
1,주차장,3460000,S201200004,3           ,3146014     ,37,25819,21301,24,범어3동,"대구광역시 수성구 상록로 69, 지하주차장 1~3층 (범어동, 래미안수성아파트)",2,Y,56,35,51,053-666-2960,래미안수성 지하주차장 1~3층,20120320,대구광역시 수성구청,대구광역시 수성구 범어동 2030 래미안수성아파트 지하주차장 1~3층,㎡,128,3460029     
0,생활용수,3460000,E198200001,1           ,3146010     ,39,0,1200,7,만촌1동,대구광역시 수성구 무열로 92 (만촌동),1,Y,1,35,52,053-666-2960,제2작전사령부,19821006,대구광역시 수성구청,대구광역시 수성구 만촌동 563번지 1호,t(톤),128,3460031     
1,기타,3410000,S198500012,3           ,3007001     ,35,6612,5455,43,성내1동,"대구광역시 중구 국채보상로 지하 580 (동성로2가, 대현프리몰)",2,Y,15,35,52,053-661-2250,대현프리몰 지하상가 지하1층,19850107,대구광역시 중구청,대구광역시 중구 동성로2가 41번지 8호,㎡,128,3410031     
1,주차장,3410000,S201100009,3           ,4223108     ,35,480,396,48,성내1동,"대구광역시 중구 봉산문화길 77 (봉산동, 봉산문화회관)",2,Y,48,35,51,053-661-2250,봉산문화회관 지하주차장 1층,20110818,대구광역시 중구청,대구광역시 중구 봉산동 125번지,㎡,128,3410031     
1,기타,3410000,S200600003,3           ,2007002     ,35,9335,7702,53,성내1동,"대구광역시 중구 달구벌대로 지하 2160 (봉산동, 메트로프라자)",2,Y,52,35,51,053-661-2250,메트로프라자 지하상가 지하1층,20060612,대구광역시 중구청,대구광역시 중구 봉산동 127번지 1호,㎡,128,3410031     
0,생활용수,3410000,E199900001,4           ,4223082     ,35,0,200,48,성내1동,"대구광역시 중구 동성로12길 16-1 (문화동, 궁전목욕탕)",1,Y,16,35,52,053-661-2250,궁전사우나,19830801,대구광역시 중구청,대구광역시 중구 문화동 12번지 8호,t(톤),128,3410031     
0,식수,3410000,E199700001,1           ,4223099     ,35,0,390,48,성내1동,"대구광역시 중구 명륜로23길 16 (봉산동, 대구제일중학교)",1,Y,42,35,51,053-661-2250,제일중학교,19971205,대구광역시 중구청,대구광역시 중구 봉산동 230번지 1호,t(톤),128,3410031     
1,기타,3410000,S199800004,3           ,2007002     ,35,8823,7279,36,남산2동,"대구광역시 중구 달구벌대로 지하 2100 (남산동, 하나은행)",2,Y,53,35,51,053-661-2250,대구지하철반월당역 지하1층~4층,19981110,대구광역시 중구청,대구광역시 중구 남산동 88번지,㎡,128,3410036     
1,기타,3410000,S201000006,3           ,2007002     ,34,1254,1035,58,남산2동,대구광역시 중구 달구벌대로 2000 (남산동),2,Y,53,35,51,053-661-2250,청라언덕역 지하1층~4층,20101130,대구광역시 중구청,대구광역시 중구 남산동 99-22,㎡,128,3410036     
0,식수,3410000,E199500001,2           ,2145002     ,36,0,640,23,대봉1동,대구광역시 중구 신천대로 677(대봉동),1,Y,33,35,51,053-661-2250,대봉동방천둑길숲,19950801,대구광역시 중구청,대구광역시 중구 대봉동 31-30,t(톤),128,3410039     
1,기타,3410000,S198600003,3           ,3141005     ,36,3190,2632,17,대봉1동,"대구광역시 중구 동덕로 33 (대봉동, 청운맨션아파트)",2,Y,30,35,51,053-661-2250,청운맨션아파트 전체 동 지하1층,19861205,대구광역시 중구청,대구광역시 중구 대봉동 111번지 1호,㎡,128,3410039     
1,주차장,3410000,S199300008,3           ,3141013     ,36,10157,8380,23,대봉1동,"대구광역시 중구 명덕로 333 (대봉동, 대백프라자)",2,Y,21,35,51,053-661-2250,대백프라자 지하주차장 2층~5층,19930901,대구광역시 중구청,대구광역시 중구 대봉동 214번지,㎡,128,3410039     
1,주차장,3410000,S201100007,3           ,3141012     ,36,75700,62453,1,대봉1동,"대구광역시 중구 대봉로 260 (대봉동, 센트로팰리스아파트)",2,Y,43,35,51,053-661-2250,센트로팰리스 지하주차장 1층~3층,20110414,대구광역시 중구청,대구광역시 중구 대봉동 60번지 10호,㎡,128,3410039     
1,주차장,3410000,S201600001,3           ,3141005     ,36,4732,3904,11,대봉1동,"대구광역시 중구 동덕로 55 (대봉동, 대봉태왕아너스)",2,Y,36,35,51,053-661-2250,대봉태왕아너스 지하주차장 1층~2층,20160120,대구광역시 중구청,대구광역시 중구 대봉동 758번지,㎡,128,3410039     
1,지하주차장,3410000,S201000007,3           ,4223092     ,35,5963,4920,58,대봉2동,"대구광역시 중구 명덕로55길 25 (대봉동, 대봉화성파크드림아파트)",2,Y,25,35,51,053-661-2250,대봉화성파크드림아파트(전 동 지하1층~2층),20101215,대구광역시 중구청,대구광역시 중구 대봉동 152번지 24호,㎡,128,3410040     
